date,temp_c,wind_kmh,humidity_pct,precip_mm
2022-12-15,-24.7,14.0,74,0.0
2022-12-16,-18.7,17.0,72,0.0
2022-12-17,-15.6,13.6,76,0.0
2022-12-18,-15.9,10.4,83,0.0
2022-12-19,-7.3,20.1,85,0.6
2022-12-20,-6.0,16.7,78,0.0
2022-12-21,-8.4,12.7,84,2.9
2022-12-22,-13.6,18.4,81,1.3
2022-12-23,-20.4,15.8,81,0.2
2022-12-24,-6.5,17.6,86,1.8
2022-12-25,-5.4,11.1,90,0.0
2022-12-26,-13.4,8.2,84,0.0
2022-12-27,-13.2,11.6,85,0.0
2022-12-28,-11.1,9.2,89,0.0
2022-12-29,-11.9,6.8,88,1.5
2022-12-30,-13.7,7.1,85,0.7
2022-12-31,-8.9,11.5,89,0.7
2023-01-01,-10.4,16.0,86,0.5
2023-01-02,-11.9,13.1,87,0.1
2023-01-03,-5.4,25.0,86,1.3
2023-01-04,-5.3,25.3,84,1.3
2023-01-05,-0.9,21.1,89,2.0
2023-01-06,-2.3,10.3,95,3.5
2023-01-07,-4.1,19.4,86,0.1
2023-01-08,0.0,29.8,86,0.5
2023-01-09,-20.6,24.0,71,0.0
2023-01-10,-28.5,12.9,73,0.0
2023-01-11,-25.3,13.9,75,0.6
2023-01-12,-19.8,20.7,75,1.2
2023-01-13,-14.0,21.0,77,0.9
2023-01-14,-11.6,23.3,76,1.1
2023-01-15,-10.2,20.2,80,0.0
2023-01-16,-8.3,21.2,78,0.6
2023-01-17,-8.6,15.7,84,0.1
2023-01-18,-15.9,11.5,76,0.0
2023-01-19,-13.6,15.0,75,0.0
2023-01-20,-12.7,14.0,82,0.3
2023-01-21,-13.6,10.9,85,0.4
2023-01-22,-13.4,17.9,82,0.7
2023-01-23,-8.0,19.0,82,0.9
2023-01-24,-6.7,19.0,89,1.0
2023-01-25,-8.7,26.1,82,1.4
2023-01-26,-10.4,23.7,77,0.0
2023-01-27,-9.9,26.1,76,0.0
2023-01-28,-9.7,22.9,76,0.0
2023-01-29,-10.4,21.2,82,0.0
2023-01-30,-10.9,11.5,86,0.0
2023-01-31,-17.3,5.8,85,0.0
2023-02-01,-17.2,6.0,85,0.0
2023-02-02,-18.8,5.0,83,0.0
2023-02-03,-15.0,7.8,84,0.0
2023-02-04,-16.3,8.9,84,0.0
2023-02-05,-16.1,10.4,83,0.1
2023-02-06,-13.0,9.4,85,1.4
2023-02-07,-14.0,7.1,85,1.2
2023-02-08,-17.1,5.7,84,0.1
2023-02-09,-19.9,7.0,84,0.0
2023-02-10,-21.6,13.0,80,0.0
2023-02-11,-16.3,17.1,80,0.9
2023-02-12,-14.4,17.3,81,0.1
2023-02-13,-18.4,11.2,82,0.2
2023-02-14,-20.4,11.4,81,0.0
2023-02-15,-19.3,14.1,82,0.0
2023-02-16,-20.3,8.7,83,0.0
2023-02-17,-15.8,12.5,84,0.0
2023-02-18,-11.9,23.5,82,0.8
2023-02-19,-14.0,9.1,86,0.4
2023-02-20,-10.3,18.5,86,0.0
2023-02-21,-2.1,16.7,89,0.4
2023-02-22,-1.8,30.0,88,0.0
2023-02-23,1.6,23.2,86,2.0
2023-02-24,-1.3,21.0,82,0.4
2023-02-25,-10.5,19.7,79,0.0
2023-02-26,-10.6,20.0,76,0.0
2023-02-27,-6.9,15.2,76,0.0
2023-02-28,-3.0,23.5,72,0.1
2023-03-01,1.5,26.3,78,4.6
2023-03-02,2.3,22.0,85,2.2
2023-03-03,-3.1,15.6,86,2.0
2023-03-04,-5.6,22.0,80,0.4
2023-03-05,-8.1,11.2,85,0.3
2023-03-06,-3.1,18.7,86,0.0
2023-03-07,0.5,18.6,91,6.7
2023-03-08,-0.6,31.5,86,0.4
2023-03-09,-4.1,12.4,83,0.0
2023-03-10,-3.2,14.5,77,0.0
2023-03-11,0.4,16.8,80,6.5
2023-03-12,-1.1,15.3,85,0.1
2023-03-13,-5.5,10.0,75,0.0
2023-03-14,-3.8,10.6,73,0.0
2023-03-15,-1.0,17.7,73,0.3
2023-03-16,-2.4,14.1,65,0.3
2023-03-17,-1.3,12.8,65,0.0
2023-03-18,-1.1,11.8,69,0.0
2023-03-19,-3.7,21.8,65,1.4
2023-03-20,-7.7,7.0,51,0.0
2023-03-21,-4.5,11.2,43,0.0
2023-03-22,-2.6,12.4,46,0.0
2023-03-23,1.3,14.8,46,0.0
2023-03-24,1.4,8.5,68,0.0
2023-03-25,3.3,11.2,73,0.0
2023-03-26,4.8,10.2,70,0.0
2023-03-27,5.9,9.7,74,0.0
2023-03-28,7.5,9.6,77,0.0
2023-03-29,8.5,12.5,70,0.0
2023-03-30,-0.2,20.6,57,0.0
2023-03-31,-2.6,12.8,48,0.0
2023-04-01,-3.1,11.1,44,0.0
2023-04-02,-1.6,10.8,35,0.0
2023-04-03,2.1,8.9,35,0.0
2023-04-04,4.4,10.5,41,0.0
2023-04-05,6.3,9.2,49,0.0
2023-04-06,8.3,12.9,47,0.0
2023-04-07,4.4,19.3,56,0.4
2023-04-08,-3.0,15.3,35,0.0
2023-04-09,1.6,13.6,41,0.0
2023-04-10,5.1,12.2,41,0.0
2023-04-11,2.3,16.6,48,0.0
2023-04-12,2.7,12.2,42,0.0
2023-04-13,8.2,17.2,39,0.0
2023-04-14,5.7,16.8,58,11.1
2023-04-15,-5.3,19.3,74,7.8
2023-04-16,-8.8,9.2,75,0.1
2023-04-17,-4.9,17.4,78,7.6
2023-04-18,-6.0,19.7,75,2.8
2023-04-19,-7.5,11.7,72,0.2
2023-04-20,-10.7,8.7,86,0.0
2023-04-21,-5.8,8.0,72,0.0
2023-04-22,0.6,10.5,55,0.0
2023-04-23,9.0,17.1,43,0.0
2023-04-24,10.5,22.6,56,0.0
2023-04-25,8.1,11.3,48,0.0
2023-04-26,14.4,13.7,43,0.0
2023-04-27,16.5,13.5,41,0.0
2023-04-28,18.8,15.0,37,0.0
2023-04-29,13.2,17.6,44,3.6
2023-04-30,7.3,19.3,36,0.0
2023-05-01,4.8,15.8,44,0.0
2023-05-02,2.8,14.1,49,0.0
2023-05-03,5.7,10.4,42,0.0
2023-05-04,9.0,9.2,41,0.0
2023-05-05,14.8,11.8,34,0.0
2023-05-06,16.6,9.5,31,0.0
2023-05-07,18.2,8.5,28,0.0
2023-05-08,20.6,9.8,26,0.0
2023-05-09,15.8,16.5,36,0.0
2023-05-10,13.4,10.4,37,0.1
2023-05-11,17.9,22.1,39,0.1
2023-05-12,13.4,9.5,42,0.0
2023-05-13,13.1,18.7,39,1.5
2023-05-14,10.6,21.2,61,0.7
2023-05-15,12.1,13.5,46,0.0
2023-05-16,14.6,15.3,46,0.0
2023-05-17,11.8,17.1,41,0.0
2023-05-18,10.3,21.0,35,0.0
2023-05-19,13.9,21.8,27,0.0
2023-05-20,16.2,19.4,28,0.0
2023-05-21,17.0,12.7,34,0.0
2023-05-22,18.5,13.0,33,0.0
2023-05-23,19.1,14.1,32,0.0
2023-05-24,18.5,13.6,31,0.0
2023-05-25,18.3,9.6,38,0.6
2023-05-26,16.2,15.8,40,0.0
2023-05-27,14.3,13.9,33,0.0
2023-05-28,16.3,13.9,33,0.0
2023-05-29,18.9,12.7,32,0.0
2023-05-30,18.8,8.9,39,0.0
2023-05-31,20.7,8.0,35,0.0
2023-06-01,22.4,7.6,28,0.0
2023-06-02,23.8,7.2,29,0.0
2023-06-03,26.4,11.0,28,0.0
2023-06-04,28.3,14.5,27,0.0
2023-06-05,29.9,13.6,26,0.0
2023-06-06,30.5,10.8,23,0.0
2023-06-07,30.1,10.1,26,0.0
2023-06-08,30.8,14.9,27,0.0
2023-06-09,23.0,11.2,69,12.2
2023-06-10,19.9,16.1,59,6.0
2023-06-11,19.7,6.8,55,0.0
2023-06-12,22.5,11.7,45,0.0
2023-06-13,17.3,14.6,58,1.5
2023-06-14,15.2,10.0,52,0.0
2023-06-15,19.0,5.9,40,0.0
2023-06-16,22.5,8.4,32,0.0
2023-06-17,23.9,11.6,31,0.0
2023-06-18,23.9,14.4,37,0.0
2023-06-19,27.2,20.6,37,0.0
2023-06-20,19.1,26.9,39,0.0
2023-06-21,18.1,18.1,31,0.6
2023-06-22,17.1,18.7,38,0.1
2023-06-23,17.4,9.0,43,0.2
2023-06-24,16.3,16.4,46,7.2
2023-06-25,17.8,6.4,42,0.1
2023-06-26,19.9,16.8,43,0.2
2023-06-27,20.9,20.6,45,0.2
2023-06-28,17.4,24.9,61,5.0
2023-06-29,19.9,17.2,51,0.6
2023-06-30,19.0,12.8,60,7.4
2023-07-01,19.1,9.0,54,0.0
2023-07-02,21.9,8.8,46,0.0
2023-07-03,25.5,13.3,37,0.0
2023-07-04,25.3,12.2,46,0.3
2023-07-05,23.9,16.2,39,0.0
2023-07-06,23.5,14.1,51,0.0
2023-07-07,21.1,9.6,75,2.9
2023-07-08,22.9,14.6,63,0.5
2023-07-09,22.7,12.3,49,0.0
2023-07-10,23.2,10.0,55,0.0
2023-07-11,28.4,8.7,47,0.0
2023-07-12,31.5,8.4,36,0.0
2023-07-13,30.3,8.0,36,0.2
2023-07-14,30.9,15.0,36,0.1
2023-07-15,24.0,22.8,41,0.0
2023-07-16,21.5,24.0,56,1.8
2023-07-17,21.8,6.4,57,0.0
2023-07-18,25.1,13.8,47,0.0
2023-07-19,27.4,15.6,40,0.0
2023-07-20,24.6,11.8,56,1.3
2023-07-21,25.2,13.5,51,0.7
2023-07-22,23.0,17.9,52,3.6
2023-07-23,24.3,8.2,42,0.0
2023-07-24,25.4,12.8,38,0.0
2023-07-25,23.6,10.8,44,0.0
2023-07-26,25.0,6.1,39,0.0
2023-07-27,21.5,11.3,60,2.2
2023-07-28,22.8,8.9,58,0.0
2023-07-29,24.6,13.0,56,0.2
2023-07-30,23.6,12.9,59,0.5
2023-07-31,24.0,7.7,57,0.0
2023-08-01,26.0,5.3,47,0.0
2023-08-02,27.4,9.3,42,0.1
2023-08-03,26.0,6.8,51,4.4
2023-08-04,25.9,6.8,52,0.7
2023-08-05,24.7,5.4,66,2.1
2023-08-06,22.0,9.2,79,13.2
2023-08-07,22.2,13.1,46,0.0
2023-08-08,21.8,7.0,46,0.0
2023-08-09,24.3,5.1,41,0.0
2023-08-10,24.6,8.6,45,0.0
2023-08-11,18.0,16.8,60,2.0
2023-08-12,14.9,13.8,83,10.7
2023-08-13,12.5,19.2,80,17.8
2023-08-14,13.0,12.5,77,1.4
2023-08-15,13.8,5.6,82,2.3
2023-08-16,16.1,10.8,70,0.1
2023-08-17,19.6,12.7,60,0.0
2023-08-18,16.6,10.6,64,0.0
2023-08-19,20.2,10.7,57,0.0
2023-08-20,21.4,11.5,59,2.7
2023-08-21,18.8,8.5,63,2.3
2023-08-22,21.6,13.2,62,0.0
2023-08-23,23.8,9.9,58,0.0
2023-08-24,24.3,12.1,50,3.1
2023-08-25,17.4,12.2,74,8.8
2023-08-26,17.0,9.0,59,0.0
2023-08-27,19.4,14.1,63,2.2
2023-08-28,19.7,15.3,66,0.0
2023-08-29,18.4,14.6,55,0.0
2023-08-30,21.8,18.9,43,0.4
2023-08-31,18.1,11.9,58,0.1
2023-09-01,16.7,12.8,58,0.2
2023-09-02,17.8,10.4,55,1.2
2023-09-03,18.1,11.2,58,0.1
2023-09-04,15.5,7.0,73,2.6
2023-09-05,13.1,15.9,72,0.4
2023-09-06,10.9,10.7,75,2.7
2023-09-07,13.0,10.9,69,0.1
2023-09-08,14.6,6.5,60,0.1
2023-09-09,16.0,11.5,58,0.0
2023-09-10,18.7,19.0,57,0.3
2023-09-11,18.5,20.0,59,1.3
2023-09-12,14.7,19.0,72,12.3
2023-09-13,13.6,11.7,82,8.2
2023-09-14,12.7,15.7,88,3.9
2023-09-15,13.7,8.9,83,0.7
2023-09-16,14.0,7.7,79,1.8
2023-09-17,14.9,5.6,73,0.3
2023-09-18,15.4,4.4,74,1.0
2023-09-19,15.7,3.5,73,0.1
2023-09-20,14.5,6.8,77,2.9
2023-09-21,14.6,8.5,76,0.2
2023-09-22,15.3,15.3,61,0.0
2023-09-23,11.5,20.4,62,9.4
2023-09-24,9.9,11.8,63,0.1
2023-09-25,13.4,11.2,80,2.7
2023-09-26,12.2,11.7,75,0.0
2023-09-27,12.1,12.7,76,9.1
2023-09-28,11.8,10.0,82,1.5
2023-09-29,11.2,7.9,77,0.9
2023-09-30,10.8,9.3,73,0.4
2023-10-01,10.1,10.0,83,0.5
2023-10-02,9.8,9.8,73,0.0
2023-10-03,8.0,10.7,71,0.0
2023-10-04,8.8,5.6,68,0.0
2023-10-05,11.5,5.9,60,0.0
2023-10-06,10.7,7.1,68,0.0
2023-10-07,11.8,11.5,70,0.1
2023-10-08,12.9,12.9,69,0.1
2023-10-09,14.0,17.1,60,0.0
2023-10-10,16.3,17.5,55,0.0
2023-10-11,12.4,16.7,59,0.0
2023-10-12,6.9,4.8,82,4.9
2023-10-13,6.3,10.9,71,0.0
2023-10-14,7.3,16.8,59,0.0
2023-10-15,7.4,16.4,78,3.7
2023-10-16,8.3,13.8,74,0.0
2023-10-17,10.5,9.3,82,0.0
2023-10-18,9.8,13.8,64,0.0
2023-10-19,8.0,11.9,69,0.0
2023-10-20,6.9,12.3,65,0.0
2023-10-21,6.7,21.7,68,1.4
2023-10-22,6.1,16.2,72,6.5
2023-10-23,2.7,31.3,66,2.9
2023-10-24,3.5,22.0,60,2.1
2023-10-25,9.5,23.6,53,0.0
2023-10-26,6.7,24.2,75,7.0
2023-10-27,-0.8,18.8,55,0.0
2023-10-28,-1.6,10.7,63,0.0
2023-10-29,-1.0,13.3,72,2.8
2023-10-30,3.3,13.5,92,6.3
2023-10-31,3.8,12.9,92,2.0
2023-11-01,1.3,14.8,89,2.1
2023-11-02,0.5,21.5,89,9.6
2023-11-03,-4.8,11.3,74,0.0
2023-11-04,2.6,18.5,81,0.1
2023-11-05,-1.9,9.8,81,0.0
2023-11-06,-2.6,10.2,76,0.0
2023-11-07,-0.3,10.4,78,0.0
2023-11-08,0.7,10.8,73,0.0
2023-11-09,2.6,15.3,67,0.4
2023-11-10,5.0,16.1,87,0.7
2023-11-11,4.5,12.6,86,1.5
2023-11-12,4.5,14.0,87,0.7
2023-11-13,2.5,12.5,93,0.6
2023-11-14,3.5,14.8,84,0.2
2023-11-15,2.9,18.9,77,0.0
2023-11-16,4.4,15.8,71,0.1
2023-11-17,4.1,6.3,96,3.6
2023-11-18,8.5,22.5,72,3.1
2023-11-19,-1.6,28.1,68,0.8
2023-11-20,-7.2,10.8,73,0.0
2023-11-21,-6.9,15.6,64,0.0
2023-11-22,-4.5,21.6,53,0.0
2023-11-23,0.8,13.9,82,11.4
2023-11-24,1.4,20.4,74,1.8
2023-11-25,-2.5,19.4,65,0.0
2023-11-26,0.0,11.6,67,0.0
2023-11-27,-0.5,15.4,84,0.0
2023-11-28,-1.5,17.4,75,0.0
2023-11-29,-1.2,12.8,81,0.0
2023-11-30,1.0,14.4,88,0.3
2023-12-01,-0.8,19.1,70,1.1
2023-12-02,-0.6,16.1,80,1.0
2023-12-03,1.3,27.7,82,8.1
2023-12-04,-8.5,21.7,60,0.0
2023-12-05,-0.6,19.9,84,4.8
2023-12-06,-2.8,25.6,80,1.7
2023-12-07,-17.6,18.6,52,0.0
2023-12-08,-25.9,11.7,47,0.0
2023-12-09,-24.8,6.1,50,0.0
2023-12-10,-22.3,4.9,65,0.0
2023-12-11,-24.1,12.4,68,0.0
2023-12-12,-26.0,18.4,63,0.0
2023-12-13,-25.8,8.3,61,0.0
2023-12-14,-21.5,9.6,63,0.0
2023-12-15,-19.9,7.7,65,0.0
2023-12-16,-18.8,7.4,64,0.0
2023-12-17,-17.6,14.1,73,0.0
2023-12-18,-14.6,21.9,58,0.0
2023-12-19,-6.5,22.8,63,3.5
2023-12-20,-6.1,12.3,87,1.4
2023-12-21,-3.1,19.5,87,1.2
2023-12-22,-0.8,12.1,95,0.0
2023-12-23,-3.5,15.8,83,0.0
2023-12-24,-6.6,9.7,86,0.0
2023-12-25,-2.6,11.1,90,0.0
2023-12-26,0.3,23.6,83,2.6
2023-12-27,-2.4,20.5,80,3.0
2023-12-28,-0.3,19.3,85,0.0
2023-12-29,-0.1,31.2,80,0.7
2023-12-30,-4.1,27.7,78,1.5
2023-12-31,-4.7,18.0,85,3.2
2024-01-01,-0.4,20.2,89,1.5
2024-01-02,-0.7,22.4,90,7.0
2024-01-03,-15.2,12.7,79,1.7
2024-01-04,-10.1,15.8,86,0.0
2024-01-05,-3.0,19.2,84,0.0
2024-01-06,-4.4,11.4,89,0.4
2024-01-07,-3.7,12.6,93,1.6
2024-01-08,-2.0,30.2,85,7.3
2024-01-09,-18.4,19.6,76,0.0
2024-01-10,-7.7,32.8,81,4.1
2024-01-11,-14.5,21.0,75,0.5
2024-01-12,-18.2,19.4,70,0.0
2024-01-13,-11.4,17.6,78,0.0
2024-01-14,-7.5,30.1,77,0.3
2024-01-15,-21.2,14.8,73,0.0
2024-01-16,-24.4,6.6,80,0.0
2024-01-17,-26.0,5.3,78,0.0
2024-01-18,-23.9,12.2,78,0.0
2024-01-19,-17.9,13.2,76,0.0
2024-01-20,-18.9,6.9,83,0.0
2024-01-21,-20.0,5.4,83,0.0
2024-01-22,-18.4,9.3,81,0.0
2024-01-23,-17.0,12.1,77,0.0
2024-01-24,-12.0,11.9,79,0.0
2024-01-25,-4.5,11.1,88,0.0
2024-01-26,-7.4,18.7,79,0.0
2024-01-27,-10.9,15.1,81,0.5
2024-01-28,-12.8,12.2,86,0.3
2024-01-29,-15.5,13.0,84,0.0
2024-01-30,-15.1,11.7,84,0.2
2024-01-31,-12.4,11.6,85,0.4
2024-02-01,-8.9,16.2,83,0.1
2024-02-02,-8.2,18.3,86,3.5
2024-02-03,-9.1,20.1,83,1.7
2024-02-04,-3.4,24.1,85,1.9
2024-02-05,-4.3,20.9,86,0.0
2024-02-06,-6.7,19.3,83,0.0
2024-02-07,-3.8,28.6,81,3.2
2024-02-08,-4.3,29.4,81,2.9
2024-02-09,2.7,39.9,84,5.8
2024-02-10,-3.1,28.0,78,2.1
2024-02-11,-15.5,17.3,79,0.0
2024-02-12,-16.1,19.1,80,0.0
2024-02-13,-12.5,15.8,78,0.0
2024-02-14,-8.4,35.1,78,10.0
2024-02-15,-26.6,19.1,72,0.0
2024-02-16,-28.4,20.1,73,0.0
2024-02-17,-24.3,20.5,77,0.3
2024-02-18,-25.6,12.0,80,0.0
2024-02-19,-30.0,8.6,81,0.0
2024-02-20,-29.7,8.3,80,0.0
2024-02-21,-29.4,10.1,79,0.0
2024-02-22,-26.5,17.1,73,0.0
2024-02-23,-20.0,17.7,71,0.0
2024-02-24,-20.9,13.0,79,0.0
2024-02-25,-13.8,19.1,81,1.3
2024-02-26,-7.4,14.8,89,5.5
2024-02-27,-5.0,7.3,93,1.4
2024-02-28,-4.2,15.2,90,0.0
2024-02-29,-7.8,14.2,82,0.0
2024-03-01,-5.2,14.8,79,0.0
2024-03-02,-6.3,15.1,91,1.7
2024-03-03,-7.6,18.8,85,0.0
2024-03-04,-6.2,28.2,86,2.7
2024-03-05,-6.7,21.3,85,0.0
2024-03-06,-5.2,18.1,86,0.0
2024-03-07,-6.5,16.2,85,0.4
2024-03-08,-10.1,10.9,90,0.4
2024-03-09,-4.0,16.9,90,0.1
2024-03-10,0.2,31.2,88,0.8
2024-03-11,-2.4,21.0,84,1.1
2024-03-12,-8.3,14.9,89,3.6
2024-03-13,-10.1,17.5,87,0.6
2024-03-14,-9.0,24.8,82,0.0
2024-03-15,-6.8,20.3,82,0.6
2024-03-16,-5.4,26.9,80,0.0
2024-03-17,-4.7,16.8,84,0.0
2024-03-18,-4.4,13.1,87,0.0
2024-03-19,-0.4,19.8,86,0.2
2024-03-20,-3.0,13.9,93,0.1
2024-03-21,-7.0,8.5,91,0.0
2024-03-22,-5.4,12.2,90,0.0
2024-03-23,-2.9,11.5,81,0.0
2024-03-24,-2.9,9.2,85,0.0
2024-03-25,0.3,16.2,90,0.0
2024-03-26,-1.0,9.5,92,0.0
2024-03-27,3.8,13.5,82,0.8
2024-03-28,5.1,11.4,83,0.9
2024-03-29,6.6,27.2,68,5.0
2024-03-30,3.7,16.1,79,2.4
2024-03-31,2.8,16.3,64,0.0
2024-04-01,4.7,14.8,64,0.0
2024-04-02,3.5,12.5,85,1.4
2024-04-03,4.0,11.0,77,0.0
2024-04-04,6.9,10.2,71,0.0
2024-04-05,9.0,7.9,69,0.0
2024-04-06,11.6,7.4,65,0.0
2024-04-07,5.9,14.5,71,0.0
2024-04-08,7.8,13.5,75,2.4
2024-04-09,7.3,15.2,86,12.9
2024-04-10,5.7,14.4,84,2.3
2024-04-11,2.9,13.8,81,7.6
2024-04-12,2.0,11.7,68,0.3
2024-04-13,9.5,18.9,55,3.6
2024-04-14,13.0,21.0,58,0.0
2024-04-15,7.9,14.5,71,0.0
2024-04-16,4.7,8.6,66,0.0
2024-04-17,10.1,19.6,63,1.1
2024-04-18,12.8,16.1,65,0.0
2024-04-19,15.0,15.6,64,0.0
2024-04-20,9.8,9.7,55,0.0
2024-04-21,12.6,9.9,59,0.0
2024-04-22,14.0,15.3,52,0.0
2024-04-23,7.5,12.7,47,0.0
2024-04-24,3.2,13.3,46,0.0
2024-04-25,3.3,12.4,49,0.0
2024-04-26,5.3,10.9,51,0.0
2024-04-27,8.4,8.3,45,0.0
2024-04-28,11.6,15.2,43,0.0
2024-04-29,14.5,22.1,54,2.8
2024-04-30,6.6,10.6,58,4.7
2024-05-01,4.7,15.2,69,8.0
2024-05-02,8.8,20.9,71,4.0
2024-05-03,7.6,10.9,73,0.8
2024-05-04,10.7,16.7,75,1.3
2024-05-05,9.3,9.5,85,10.9
2024-05-06,6.9,12.3,57,0.0
2024-05-07,11.1,18.0,54,0.0
2024-05-08,13.6,9.2,66,0.0
2024-05-09,17.9,19.8,46,0.0
2024-05-10,17.1,17.9,60,0.2
2024-05-11,12.0,10.9,53,0.0
2024-05-12,13.9,10.3,50,0.0
2024-05-13,17.0,17.5,42,0.0
2024-05-14,18.7,18.0,59,4.8
2024-05-15,10.4,16.1,66,6.1
2024-05-16,11.8,7.6,46,0.0
2024-05-17,14.2,9.0,54,0.0
2024-05-18,16.4,6.3,61,0.0
2024-05-19,17.3,12.0,82,11.7
2024-05-20,17.0,18.4,69,1.3
2024-05-21,15.2,18.0,58,0.0
2024-05-22,15.5,15.5,64,0.2
2024-05-23,16.7,12.7,64,2.7
2024-05-24,14.8,16.6,61,0.0
2024-05-25,7.4,22.0,79,16.3
2024-05-26,9.8,16.4,77,11.0
2024-05-27,11.1,15.9,70,1.8
2024-05-28,9.4,22.3,55,1.0
2024-05-29,11.3,18.3,64,0.9
2024-05-30,6.4,15.8,85,9.1
2024-05-31,9.1,9.4,62,0.0
2024-06-01,11.7,7.7,53,0.0
2024-06-02,12.9,12.6,51,0.0
2024-06-03,16.5,14.1,51,0.0
2024-06-04,16.8,16.1,62,1.5
2024-06-05,18.3,11.7,66,0.1
2024-06-06,21.6,19.0,66,1.0
2024-06-07,20.7,13.4,78,6.8
2024-06-08,21.4,16.1,73,0.1
2024-06-09,20.5,11.2,72,0.1
2024-06-10,22.6,14.5,73,0.8
2024-06-11,20.1,19.7,75,2.4
2024-06-12,16.8,11.7,73,1.5
2024-06-13,19.0,8.4,78,2.3
2024-06-14,21.8,9.7,68,0.6
2024-06-15,24.6,12.6,55,0.0
2024-06-16,24.3,9.1,64,0.7
2024-06-17,25.5,10.8,66,0.6
2024-06-18,21.6,19.9,59,0.0
2024-06-19,18.7,10.5,48,0.0
2024-06-20,21.5,10.8,49,0.0
2024-06-21,25.8,12.8,47,0.2
2024-06-22,25.5,13.2,53,0.0
2024-06-23,26.9,5.9,46,0.0
2024-06-24,27.4,11.1,54,7.0
2024-06-25,25.9,9.5,53,0.9
2024-06-26,26.9,5.9,51,0.0
2024-06-27,29.0,8.7,45,0.0
2024-06-28,29.4,12.8,45,0.0
2024-06-29,28.2,14.1,43,0.0
2024-06-30,26.7,10.2,37,0.0
2024-07-01,24.8,10.0,54,2.6
2024-07-02,21.0,11.1,59,2.0
2024-07-03,20.3,7.7,70,7.0
2024-07-04,19.0,8.9,83,5.6
2024-07-05,19.1,14.3,81,8.8
2024-07-06,19.4,10.7,82,11.2
2024-07-07,22.4,10.4,73,1.2
2024-07-08,21.6,14.4,80,6.2
2024-07-09,20.5,14.7,63,0.0
2024-07-10,21.5,7.1,57,0.0
2024-07-11,23.4,9.1,58,0.0
2024-07-12,24.8,6.1,63,0.0
2024-07-13,26.1,12.6,55,0.0
2024-07-14,25.8,12.7,50,0.0
2024-07-15,26.8,11.2,47,0.0
2024-07-16,24.5,7.2,60,0.1
2024-07-17,23.9,5.3,63,0.0
2024-07-18,22.0,8.2,76,9.6
2024-07-19,22.0,12.3,72,1.4
2024-07-20,21.9,8.3,72,2.2
2024-07-21,20.9,12.6,76,11.6
2024-07-22,21.4,14.5,71,0.6
2024-07-23,23.9,12.4,62,0.0
2024-07-24,24.9,8.6,65,3.8
2024-07-25,22.2,12.0,71,27.0
2024-07-26,26.8,15.6,58,0.3
2024-07-27,25.7,11.7,49,0.1
2024-07-28,24.5,9.3,49,0.0
2024-07-29,22.4,10.1,49,0.0
2024-07-30,23.4,10.4,47,0.0
2024-07-31,24.6,13.5,48,0.0
2024-08-01,27.3,6.4,46,0.0
2024-08-02,28.8,13.1,37,0.0
2024-08-03,21.8,13.3,76,15.6
2024-08-04,23.2,10.6,65,1.6
2024-08-05,21.5,12.9,65,0.6
2024-08-06,22.3,9.7,65,0.1
2024-08-07,23.1,9.1,69,8.7
2024-08-08,21.9,5.7,79,6.8
2024-08-09,19.7,6.5,89,7.2
2024-08-10,16.3,17.1,87,13.0
2024-08-11,15.8,9.4,67,1.0
2024-08-12,17.9,12.6,64,1.4
2024-08-13,20.6,8.3,67,0.0
2024-08-14,23.0,10.1,58,0.0
2024-08-15,22.7,8.1,59,7.6
2024-08-16,19.6,11.8,70,0.5
2024-08-17,20.1,13.3,59,0.3
2024-08-18,18.6,12.0,72,1.6
2024-08-19,18.2,13.5,69,0.5
2024-08-20,17.6,9.4,82,6.5
2024-08-21,17.7,10.7,78,0.5
2024-08-22,19.6,9.6,66,0.0
2024-08-23,20.7,11.4,61,1.3
2024-08-24,17.8,12.3,70,0.4
2024-08-25,15.0,19.3,79,5.2
2024-08-26,15.5,13.9,79,4.7
2024-08-27,14.7,7.1,81,1.7
2024-08-28,15.9,8.3,76,0.8
2024-08-29,17.3,10.5,70,0.1
2024-08-30,16.8,7.7,81,2.6
2024-08-31,14.9,7.4,83,15.6
2024-09-01,11.7,11.5,85,18.2
2024-09-02,11.5,20.9,65,0.1
2024-09-03,15.1,18.9,72,9.1
2024-09-04,13.8,10.8,90,7.5
2024-09-05,11.8,14.8,83,2.6
2024-09-06,10.2,15.4,87,4.7
2024-09-07,11.2,12.8,77,0.1
2024-09-08,12.9,11.1,82,0.7
2024-09-09,14.4,8.2,77,0.0
2024-09-10,15.5,7.6,75,0.3
2024-09-11,14.2,15.8,69,1.7
2024-09-12,10.6,17.8,66,0.0
2024-09-13,11.2,14.5,78,0.0
2024-09-14,12.6,8.8,76,0.0
2024-09-15,12.0,12.8,79,1.6
2024-09-16,7.2,17.4,58,0.0
2024-09-17,8.2,13.0,60,0.0
2024-09-18,9.0,8.2,67,0.0
2024-09-19,11.2,11.8,64,0.0
2024-09-20,13.5,11.5,68,0.3
2024-09-21,13.5,13.3,70,1.3
2024-09-22,15.2,12.2,53,0.0
2024-09-23,13.0,18.6,50,0.0
2024-09-24,8.9,16.9,54,0.0
2024-09-25,7.0,12.0,59,0.0
2024-09-26,6.0,11.8,60,0.2
2024-09-27,5.5,10.1,60,0.0
2024-09-28,7.8,9.2,52,0.0
